desc_situacion_local,id_local,desc_distrito_local,desc_barrio_local,clase_vial_acceso,desc_vial_acceso,rotulo,desc_seccion,desc_division,desc_epigrafe,categoria
Abierto,10002663,CENTRO,JUSTICIA            ,CALLE                   ,ARGENSOLA                                         ,LEFREAKOLE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002763,CENTRO,EMBAJADORES         ,CALLE                   ,EMBAJADORES                                       ,HISPANO ORIENTAL,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002989,CENTRO,SOL                 ,CALLE                   ,PRECIADOS                                         ,DESIGUAL,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003031,CENTRO,UNIVERSIDAD         ,CALLE                   ,GRAN VIA                                          ,SOLOIO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003141,CENTRO,PALACIO             ,CALLE                   ,LEGANITOS                                         ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,10003211,CENTRO,SOL                 ,CALLE                   ,BORDADORES                                        ,TRIBURBANA HIP HOP,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003367,CENTRO,SOL                 ,CALLE                   ,MONTERA                                           ,TIENDA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,20000709,ARGANZUELA,ACACIAS             ,PASEO                   ,ESPERANZA                                         ,SUPERMERCADOS SIMPLY,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,20001240,ARGANZUELA,DELICIAS            ,CALLE                   ,BOLIVAR                                           ,AUTOESCUELA VIRGEN DEL CASTILLO,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,10000308,CENTRO,EMBAJADORES         ,CALLE                   ,VENTORRILLO                                       ,CEIP  EMILIA PARDO BAZAN,EDUCACI0N,EDUCACI0N,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,Educacion
Abierto,10000434,CENTRO,EMBAJADORES         ,CALLE                   ,TOLEDO                                            ,LOS ANDES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,10001496,CENTRO,EMBAJADORES         ,CALLE                   ,ATOCHA                                            ,"TIENDA DE ROPA, CALZADO BOLSOS",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10000306,CENTRO,CORTES              ,PASEO                   ,PRADO                                             ,CEIP PALACIO VALDES,EDUCACI0N,EDUCACI0N,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,Educacion
Abierto,10000591,CENTRO,UNIVERSIDAD         ,PLAZA                   ,MOSTENSES                                         ,CARNICERIA / LOCAL 50-51,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,10001718,CENTRO,UNIVERSIDAD         ,CALLE                   ,GRAN VIA                                          ,H & M,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10001115,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,ADOLFO DOMINGUEZ,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10001122,CENTRO,JUSTICIA            ,CALLE                   ,FUENCARRAL                                        ,HOSS INTROPIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10001805,CENTRO,UNIVERSIDAD         ,CALLE                   ,ALBERTO AGUILERA                                  ,CALIFORNIA BEAR,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10001810,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,SISLEY,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002018,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,HNOS BUDIS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10002019,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,PESCADOS DAVID,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10001626,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,PESCADERIA JAVIER,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10001749,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,PESCADOS Y MARISCOS ARGAMAR / PTOS 202 Y 203,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10002387,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,BLACK KISS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002145,CENTRO,JUSTICIA            ,CALLE                   ,FERNANDO VI                                       ,YUBE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002314,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,FUCK,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002645,CENTRO,JUSTICIA            ,CALLE                   ,SANTA TERESA                                      ,OLIPHANT,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10000238,CENTRO,EMBAJADORES         ,CALLE                   ,DUQUE DE FERNAN NUÑEZ                             ,CARNICERIA MARIANO ARAUJO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,10000398,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,CEIP ISABEL LA CATOLICA,EDUCACI0N,EDUCACI0N,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,Educacion
Abierto,10002562,CENTRO,EMBAJADORES         ,PLAZA                   ,CASCORRO                                          ,BLACK BAT,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002664,CENTRO,JUSTICIA            ,CALLE                   ,ARGENSOLA                                         ,ENSANCHEZ,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002822,CENTRO,UNIVERSIDAD         ,CALLE                   ,PEZ                                               ,JAPANESE CLOSET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002997,CENTRO,SOL                 ,CALLE                   ,CARRETAS                                          ,CELIO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003168,CENTRO,UNIVERSIDAD         ,CALLE                   ,ACUERDO                                           ,CLEAN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10001169,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,PEPE JEANS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002847,CENTRO,SOL                 ,CALLE                   ,ARENAL                                            ,HAKEI,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003037,CENTRO,JUSTICIA            ,CALLE                   ,CLAVEL                                            ,CADENA Q,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003042,CENTRO,SOL                 ,CALLE                   ,CARRETAS                                          ,AREA INTERIOR,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003362,CENTRO,JUSTICIA            ,CALLE                   ,AUGUSTO FIGUEROA                                  ,MIA MOLL,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003583,CENTRO,CORTES              ,CALLE                   ,LEON                                              ,LA INTEGRAL                                       ,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003590,CENTRO,UNIVERSIDAD         ,CALLE                   ,DESENGAÑO                                         ,DOLORES PROMESAS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10002550,CENTRO,EMBAJADORES         ,CALLE                   ,DUQUE DE FERNAN NUÑEZ                             ,CASQUERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CASQUERIA,Carniceria
Abierto,10002672,CENTRO,JUSTICIA            ,CALLE                   ,ALMIRANTE                                         ,BERLIN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,20000361,ARGANZUELA,IMPERIAL            ,RONDA                   ,SEGOVIA                                           ,CARNICERIA BLAS Y JOSE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,20000371,ARGANZUELA,IMPERIAL            ,CALLE                   ,JUAN DUQUE                                        ,PESCADERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10003001,CENTRO,SOL                 ,CALLE                   ,CARRETAS                                          ,BERSHKA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003047,CENTRO,EMBAJADORES         ,CALLE                   ,TOLEDO                                            ,CASA VEGA 1860,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003203,CENTRO,SOL                 ,CALLE                   ,BORDADORES                                        ,MITROPA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,10003236,CENTRO,UNIVERSIDAD         ,CALLE                   ,FUENCARRAL                                        ,R0TULO NO INFORMADO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,20000372,ARGANZUELA,IMPERIAL            ,PASEO                   ,MELANCOLICOS                                      ,PESCADERIA JOSE LOBO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,20000418,ARGANZUELA,IMPERIAL            ,CALLE                   ,ALEJANDRO DUMAS                                   ,COLEGIO PUBLICO TOMAS BRETON,EDUCACI0N,EDUCACI0N,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,Educacion
Abierto,10003279,CENTRO,PALACIO             ,PLAZA                   ,SAN MIGUEL                                        ,EL SEÑOR MARTIN SAN MIGUEL,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,10003280,CENTRO,PALACIO             ,PLAZA                   ,SAN MIGUEL                                        ,OSTRAS SORLUT / PTOS 66 Y 67,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
