desc_situacion_local,id_local,desc_distrito_local,desc_barrio_local,clase_vial_acceso,desc_vial_acceso,rotulo,desc_seccion,desc_division,desc_epigrafe,categoria
Abierto,270286464,CENTRO,UNIVERSIDAD         ,CALLE                   ,PRINCESA                                          ,NATHALY NOVIAS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270287710,CENTRO,UNIVERSIDAD         ,CALLE                   ,LUNA                                              ,GARCISAN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,270297787,USERA,MOSCARDO            ,CALLE                   ,CALESAS                                           ,ORTOPEDIA FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,270302934,ARGANZUELA,IMPERIAL            ,CALLE                   ,MORENO NIETO                                      ,EROSKI,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,280049005,USERA,ORCASITAS           ,CALLE                   ,VILLABONA                                         ,CARNICERIA BLANCO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,280049005,USERA,ORCASITAS           ,CALLE                   ,VILLABONA                                         ,CARNICERIA BLANCO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CASQUERIA,Carniceria
Abierto,280049104,USERA,ALMENDRALES         ,CALLE                   ,JESUS DEL GRAN PODER                              ,CARNICERIA REY,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,280049219,USERA,ORCASUR             ,AVENIDA                 ,ORCASUR                                           ,TALLERES ORCAUTO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280049283,USERA,ORCASUR             ,AVENIDA                 ,ORCASUR                                           ,CONFECCIONES COCO/PTO 25 Y 26,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280049677,USERA,SAN FERMIN          ,CALLE                   ,ELIZONDO                                          ,CARNICERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,280049677,USERA,SAN FERMIN          ,CALLE                   ,ELIZONDO                                          ,CARNICERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,Carniceria
Abierto,280049684,USERA,SAN FERMIN          ,CALLE                   ,MEZQUITA                                          ,CAMISERIA Y RETALES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280049692,USERA,SAN FERMIN          ,CALLE                   ,MEZQUITA                                          ,R0TULO NO INFORMADO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,280049694,USERA,SAN FERMIN          ,CALLE                   ,SAN FORTUNATO                                     ,SERVICIO BATERIAS PRAENA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280049729,USERA,ORCASITAS           ,CALLE                   ,GRAN AVENIDA                                      ,CARNICERIA POLLERIA CHARCUTERIA LA GALERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,280049730,USERA,ORCASITAS           ,CALLE                   ,GRAN AVENIDA                                      ,LA GALERIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,280049733,USERA,ORCASITAS           ,CALLE                   ,GRAN AVENIDA                                      ,MERCADITO EL REY DEL BACALAO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,280049745,USERA,ORCASUR             ,CALLE                   ,DULCE                                             ,TEJIDOS GODOY,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280049766,USERA,SAN FERMIN          ,CALLE                   ,TACONERA                                          ,MERKA LOS CHICOS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,280049847,USERA,ALMENDRALES         ,CALLE                   ,JULIO MERINO                                      ,RIAS ALTAS MOTOR,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280049876,USERA,ALMENDRALES         ,CALLE                   ,FERROVIARIOS                                      ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280049940,USERA,ALMENDRALES         ,CALLE                   ,PILARICA                                          ,AUTOMOTOR SPORT,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280049945,USERA,ALMENDRALES         ,CALLE                   ,ANTONIO SALVADOR                                  ,R0TULO NO INFORMADO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280049963,USERA,ALMENDRALES         ,CALLE                   ,PILARICA                                          ,AUTOCISA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050169,USERA,MOSCARDO            ,CALLE                   ,SAN ANTONIO DE PADUA                              ,AUTOMECANICA SOTOAUTO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050228,USERA,MOSCARDO            ,CALLE                   ,ANTONIO LOPEZ                                     ,AUTOESCUELA MAUDES,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,280050248,USERA,MOSCARDO            ,CALLE                   ,ANTONIO LOPEZ                                     ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280050428,USERA,MOSCARDO            ,CALLE                   ,DOCTOR CARMENA RUIZ                               ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280050487,USERA,PRADOLONGO          ,CALLE                   ,PERPETUA DIAZ                                     ,TALLERES SAN JOSE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050545,USERA,ZOFIO               ,CALLE                   ,SANTOÑA                                           ,CUERPO DE CRISTO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280050585,USERA,ZOFIO               ,CALLE                   ,ANTONIO PRIETO                                    ,COFECCIONES LA PALOMA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280050603,USERA,ZOFIO               ,CALLE                   ,FERMIN DONAIRE                                    ,TALLER SPORT AUTOS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050609,USERA,ZOFIO               ,CALLE                   ,MARINA VEGA                                       ,SR,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050644,USERA,PRADOLONGO          ,CALLE                   ,CRISTO DE LA VICTORIA                             ,PESCADOS Y MARISCOS ROYANO NAVAS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,280050690,USERA,PRADOLONGO          ,CALLE                   ,NICOLAS SANCHEZ                                   ,INSTITUO CHINO EURO,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,280050849,USERA,PRADOLONGO          ,CALLE                   ,MARIANO VELA                                      ,TALLERES JULMAN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,280050862,USERA,PRADOLONGO          ,AVENIDA                 ,RAFAELA YBARRA                                    ,FQF,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280051024,USERA,MOSCARDO            ,CALLE                   ,MATILDE GAYO                                      ,AUTOESCUELA PEKIN,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,280051099,USERA,SAN FERMIN          ,CALLE                   ,ADORA                                             ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280051104,USERA,ALMENDRALES         ,CALLE                   ,DOLORES BARRANCO                                  ,AUTO-ESCUELA PANDA,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,280051148,USERA,PRADOLONGO          ,CALLE                   ,DOLORES BARRANCO                                  ,"LACA CONFECCI0N, LENCERIA Y COMPLEMENTOS",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280051181,USERA,SAN FERMIN          ,CALLE                   ,RUTILO                                            ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280051244,USERA,SAN FERMIN          ,AVENIDA                 ,LOS ROSALES                                       ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,280051298,USERA,ORCASITAS           ,CALLE                   ,DEVA                                              ,LA TIENDA DE PAULA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,280051310,USERA,ORCASUR             ,CALLE                   ,TREVELEZ                                          ,COLEGIO NUESTRA SEÑORA DE MONTSERRAT,EDUCACI0N,EDUCACI0N,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO",Educacion
Abierto,270308223,ARGANZUELA,CHOPERA             ,PASEO                   ,CHOPERA                                           ,CARRERAS,EDUCACI0N,EDUCACI0N,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO",Educacion
Abierto,270315462,ARGANZUELA,ACACIAS             ,PASEO                   ,ESPERANZA                                         ,R0TULO NO INFORMADO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,270316871,CENTRO,EMBAJADORES         ,CALLE                   ,VALENCIA                                          ,"POLLOS TEO AVES, HUEVOS Y CAZA.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,Carniceria
Abierto,270318225,CENTRO,UNIVERSIDAD         ,PLAZA                   ,MOSTENSES                                         ,CARNICERIA SALCHICHERIA A. CARRERA / LOCAL 9-10,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,Carniceria
Abierto,270321596,USERA,SAN FERMIN          ,CALLE                   ,SAN FORTUNATO                                     ,MERCA SAN FERMIN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,Carniceria
Abierto,270321596,USERA,SAN FERMIN          ,CALLE                   ,SAN FORTUNATO                                     ,MERCA SAN FERMIN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,270321597,USERA,SAN FERMIN          ,CALLE                   ,ESTAFETA                                          ,GELU,EDUCACI0N,EDUCACI0N,AUTOESCUELA,Autoescuela
Abierto,270322547,ARGANZUELA,DELICIAS            ,PASEO                   ,DELICIAS                                          ,AMICHI,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270340771,USERA,MOSCARDO            ,CALLE                   ,FERROVIARIOS                                      ,MEDEJEANS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270345832,CENTRO,UNIVERSIDAD         ,CALLE                   ,SAN BERNARDO                                      ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,270347318,ARGANZUELA,IMPERIAL            ,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,AUTOSERVICIO MONTESPINOS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,Pescaderia
Abierto,270351994,ARGANZUELA,IMPERIAL            ,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,BOUTIQUE LOLA LOZANO                              ,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270355307,ARGANZUELA,DELICIAS            ,PASEO                   ,DELICIAS                                          ,FARMACIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",FARMACIA,Farmacia
Abierto,270356017,CENTRO,SOL                 ,CALLE                   ,CARMEN                                            ,PIMKIE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270356681,USERA,MOSCARDO            ,CALLE                   ,AMPARO USERA                                      ,CARNICERIA JOSE (PUESTO 14 Y 15),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,270360947,USERA,PRADOLONGO          ,CALLE                   ,DOLORES BARRANCO                                  ,MERCADITO FRANCISCO / L-20,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,Carniceria
Abierto,270361846,CENTRO,JUSTICIA            ,CALLE                   ,LUIS DE GONGORA                                   ,BLUEDIP,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270363176,USERA,PRADOLONGO          ,CALLE                   ,JESUS MONTOYA                                     ,CITROEN BRAVOSUR AUTOS SL,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,VENTA Y REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,Mecanico
Abierto,270367179,USERA,MOSCARDO            ,CALLE                   ,AMPARO USERA                                      ,CARNICERIA (PUESTO 11 Y 12),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,270369588,CENTRO,JUSTICIA            ,CALLE                   ,BARCELO                                           ,CARNICERIA JUAN,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE CARNICERIA,Carniceria
Abierto,270373643,ARGANZUELA,IMPERIAL            ,PASEO                   ,VIRGEN DEL PUERTO                                 ,SEYGU2000,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
Abierto,270373868,CENTRO,EMBAJADORES         ,CALLE                   ,CAÑIZARES                                         ,SERVICIOS INMOBILIARIOS,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI0N DE VEHICULOS DE MOTOR Y MOTOCICLETAS,"COMERCIO AL POR MENOR, EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS",COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,Tienda de ropa
